DATE,PN02312FM,PN38705PM,PN02028AM,PD37972BM,PD37974BM,PD37976BM,Recesion
1999-02-01,1940.72293856929,52.8497413823517,50.6545405188354,37.2153291847362,44.6051999791654,38.7611284346718,1
1999-03-01,2171.84829129895,53.173232597252,53.7175467902587,40.7781691836881,47.679371264874,49.3776173998284,1
1999-04-01,2271.65943973849,53.4867862597952,51.344634684341,36.9633871119436,46.7425462902799,44.6130963058431,0
1999-05-01,2034.64569930913,53.7387995879749,55.7788903489812,41.7006783088918,43.0669306939044,44.965905654558,0
1999-06-01,1951.29107363951,53.8353192456401,56.6105135016336,42.5245360557188,43.3926618455023,47.5756039260656,0
1999-07-01,1929.64801395532,53.9770328250367,57.1785288095532,42.9176265366482,41.6429618308065,47.6372315430342,0
1999-08-01,2083.15428910306,54.0693884594007,58.590754739557,41.631386833506,46.7646020316459,52.7673225333786,0
1999-09-01,2096.81296786967,54.3180952878372,61.5462870413502,49.7137484494168,47.7052685878857,57.4195658792229,0
1999-10-01,2095.70919893791,54.2524957771825,60.5583518341581,50.5444646052665,44.707748419965,53.0753708451111,0
1999-11-01,2283.31078072753,54.402979704806,61.0386622170677,47.0875266807801,54.4577778770928,58.335536219007,0
1999-12-01,2456.25064610452,54.6393631906464,57.1387565166511,53.177093568202,59.0047142478187,56.3934022122833,0
2000-01-01,2422.35366828911,54.6772310143538,59.8563503140352,46.4337888906375,40.8476387313566,47.7159167823972,0
2000-02-01,2109.23734792383,54.9397526514611,60.1624587440895,46.8099041153217,52.8026799711285,50.3633870180214,0
2000-03-01,2291.59684495688,55.2371182134136,60.6603468541258,44.0264689536532,59.311961905941,53.2029193778177,0
2000-04-01,2675.51294356112,55.5197093735317,54.4922143464601,42.9468043602738,51.0262490800174,45.5047054028246,1
2000-05-01,2336.28197969439,55.5290150664251,60.3831144806149,44.080351173624,55.6167981603648,56.4350248656672,1
2000-06-01,2104.70218684707,55.5647123487218,58.3131233411473,47.4253200971584,49.040181780227,56.4945026047197,1
2000-07-01,2150.0200645875,55.8516050136507,60.5436733388324,51.0809827701663,49.6945426891102,54.8702064603896,1
2000-08-01,2322.72207981472,56.1130254099784,64.3686494816326,48.6474735084335,57.1221983131681,57.9940723830105,1
